year,make,number
2007,BOMAG,17
2007,BUCHER,50
2007,CASE,8
2007,CATERPILLAR,176
2007,CHAMBERLAIN,6
2007,CHANGJIANG,17
2007,CHARLATTE,28
2007,CHEVROLET,5
2007,CITROEN,2598
2007,CROWN,12
2007,CUSHMAN,19
2007,DAEWOO,124
2007,DAIHATSU,4468
2007,DATSUN,23
2007,DEMAG,30
2007,DENNIS,50
2007,DONGFENG,27
2007,DYNAPAC,18
2007,ERMA,36
2007,F.M.C.,122
2007,FIAT,2203
2007,FORD,578
2007,FRESIA,9
2007,GOLDEN DRAGON,20
2007,GROVE,12
2007,GUANGTAI,9
2007,HAFEI,99
2007,HALLA,9
2007,HAMM,21
2007,HARLAN,6
2007,HC,22
2007,HELI,9
2007,HINO,1236
2007,HONDA,13
2007,HYSTER,322
2007,HYUNDAI,3398
2007,INGERSOLL RAND,48
2007,ISUZU,11973
2007,IVECO,78
2007,J.C.B.,93
2007,JOHN DEERE,23
2007,JOHNSTON,24
2007,JUNGHEINRICH,15
2007,KALMAR,32
2007,KARCHER,40
2007,KIA,3315
2007,KOBELCO,6
2007,KOMATSU,1776
2007,LANCER BOSS,5
2007,LAND ROVER,206
2007,LANTIS,5
2007,LIEBHERR,26
2007,LINDE,63
2007,MADVAC,26
2007,MAFI,5
2007,MAN,17
2007,MANITOU,5
2007,MARINI,7
2007,MASSEY - FERGUSON,7
2007,MAZDA,357
2007,MELROE,37
2007,MERCEDES BENZ,2585
2007,MITSUBISHI,28472
2007,MOTORUC,11
2007,MOXY,10
2007,NEW HOLLAND,5
2007,NICHIYU,10
2007,NILFISK ADVANCE,7
2007,NISSAN,32421
2007,NORDCO,19
2007,OPEL,3031
2007,PEUGEOT,1498
2007,PIAGGIO,65
2007,PROTON,62
2007,PUYUAN,5
2007,RCM,14
2007,RENAULT,5621
2007,REYNOLDS BOUGHTON,5
2007,SAKAI,59
2007,SAMSUNG,31
2007,SCANIA,835
2007,SCHMIDT,5
2007,SCHOPF,28
2007,SEVERN LAMB,5
2007,SIMON,6
2007,SSANGYONG,398
2007,STILL,14
2007,SUMITOMO YALE,7
2007,SUZUKI,2715
2007,SVMC,9
2007,T.C.M.,367
2007,TAYLOR DUNN,15
2007,TENNANT,29
2007,TLD,35
2007,TORO,44
2007,TOYOTA,36824
2007,TRANSAC,7
2007,TURBO,6
2007,UNITED TRACTOR,43
2007,VIBROMAX,10
2007,VOGELE,12
2007,VOLKSWAGEN,885
2007,VOLVO,289
2007,WIRTGEN,42
2007,WOLLARD,21
2007,XUGONG,47
2007,YALE,22
2007,YAM,5
2007,OTHERS,180
2008,ABG,6
2008,ACE,14
2008,AIR MARREL,35
2008,ASAKA,14
2008,AVELING - BARFORD,20
2008,BALKANCAR,5
2008,BITELLI,12
2008,BLISS FOX,8
2008,BOBCAT,27
2008,BOMAG,17
2008,BUCHER,50
2008,CASE,8
2008,CATERPILLAR,180
2008,CHAMBERLAIN,6
2008,CHANGJIANG,17
2008,CHARLATTE,28
2008,CITROEN,2643
2008,COLUMBIA,7
2008,CROWN,13
2008,CUSHMAN,18
2008,DAEWOO,124
2008,DAIHATSU,4218
2008,DATSUN,23
2008,DEMAG,31
2008,DENNIS,49
2008,DONGFENG,29
2008,DULEVO,7
2008,DYNAPAC,18
2008,ERMA,36
2008,F.M.C.,124
2008,FIAT,2738
2008,FORD,574
2008,FRESIA,9
2008,GOLDEN DRAGON,34
2008,GROVE,12
2008,GUANGTAI,9
2008,HAFEI,128
2008,HALLA,9
2008,HAMM,23
2008,HARLAN,6
2008,HC,28
2008,HELI,8
2008,HINO,1462
2008,HONDA,35
2008,HYSTER,330
2008,HYUNDAI,3159
2008,INGERSOLL RAND,49
2008,ISUZU,12727
2008,IVECO,74
2008,J.C.B.,97
2008,JOHN DEERE,24
2008,JOHNSTON,22
2008,JUNGHEINRICH,19
2008,KALMAR,35
2008,KARCHER,43
2008,KIA,3300
2008,KOBELCO,6
2008,KOMATSU,1918
2008,LANCER BOSS,5
2008,LAND ROVER,231
2008,LANTIS,5
2008,LIEBHERR,34
2008,LINDE,73
2008,MADVAC,26
2008,MAFI,5
2008,MAN,60
2008,MANITOU,8
2008,MARINI,7
2008,MASSEY - FERGUSON,7
2008,MAZDA,299
2008,MELROE,37
2008,MERCEDES BENZ,2528
2008,MITSUBISHI,29719
2008,MOTORUC,11
2008,MOXY,10
2008,NEW HOLLAND,6
2008,NICHIYU,11
2008,NILFISK ADVANCE,7
2008,NISSAN,33064
2008,NORDCO,19
2008,OPEL,3490
2008,PEUGEOT,1601
2008,PIAGGIO,42
2008,PROTON,62
2008,PUYUAN,5
2008,RCM,14
2008,RENAULT,5616
2008,REYNOLDS BOUGHTON,5
2008,SAKAI,60
2008,SAMSUNG,31
2008,SCANIA,908
2008,SCHMIDT,5
2008,SCHOPF,27
2008,SEVERN LAMB,5
2008,SSANGYONG,538
2008,STILL,14
2008,STK,79
2008,SUMITOMO YALE,7
2008,SUZUKI,2816
2008,SVMC,9
2008,T.C.M.,396
2008,TAYLOR DUNN,15
2008,TENNANT,34
2008,TLD,62
2008,TORO,44
2008,TOYOTA,37698
2008,TRANSAC,7
2008,TURBO,6
2008,UNITED TRACTOR,43
2008,VIBROMAX,10
2008,VOGELE,20
2008,VOLKSWAGEN,924
2008,VOLVO,288
2008,WIRTGEN,44
2008,WOLLARD,19
2008,WULING,29
2008,XUGONG,57
2008,YALE,22
2008,YAM,5
2008,OTHERS,195
2009,ABG,6
2009,ACE,14
2009,AIR MARREL,43
2009,ASAKA,14
2009,AVELING - BARFORD,20
2009,BITELLI,12
2009,BLISS FOX,8
2009,BOBCAT,30
2009,BOMAG,17
2009,BUCHER,49
2009,CASE,8
2009,CATERPILLAR,192
2009,CHAMBERLAIN,6
2009,CHANGJIANG,17
2009,CHARLATTE,28
2009,CITROEN,2661
2009,CLUB CAR,5
2009,COLUMBIA,8
2009,CROWN,13
2009,CUSHMAN,16
2009,DAEWOO,123
2009,DAIHATSU,3972
2009,DATSUN,21
2009,DEMAG,34
2009,DENNIS,46
2009,DONGFENG,43
2009,DULEVO,19
2009,DYNAPAC,18
2009,ERMA,36
2009,F.M.C.,121
2009,FIAT,3160
2009,FORD,539
2009,FRESIA,9
2009,GOLDEN DRAGON,37
2009,GROVE,13
2009,GUANGTAI,9
2009,HAFEI,165
2009,HALLA,9
2009,HAMM,25
2009,HARLAN,5
2009,HC,30
2009,HELI,8
2009,HINO,1538
2009,HONDA,53
2009,HYSTER,332
2009,HYUNDAI,2953
2009,INGERSOLL RAND,46
2009,ISUZU,13003
2009,IVECO,72
2009,J.C.B.,97
2009,JOHN DEERE,22
2009,JOHNSTON,19
2009,JUNGHEINRICH,20
2009,KALMAR,36
2009,KARCHER,47
2009,KIA,3272
2009,KOBELCO,6
2009,KOMATSU,1895
2009,LANCER BOSS,5
2009,LAND ROVER,249
2009,LIEBHERR,44
2009,LINDE,73
2009,MADVAC,25
2009,MAFI,5
2009,MAN,91
2009,MANITOU,10
2009,MARINI,7
2009,MASSEY - FERGUSON,7
2009,MAXIMAL,6
2009,MAZDA,263
2009,MELROE,37
2009,MERCEDES BENZ,2435
2009,MITSUBISHI,30264
2009,MOTORUC,11
2009,MOXY,10
2009,NEW HOLLAND,7
2009,NICHIYU,12
2009,NILFISK ADVANCE,7
2009,NISSAN,33338
2009,NORDCO,6
2009,OPEL,3528
2009,PEUGEOT,1622
2009,PIAGGIO,26
2009,PROTON,61
2009,PUYUAN,5
2009,RCM,14
2009,RENAULT,5537
2009,REYNOLDS BOUGHTON,5
2009,ROSENBAUER,5
2009,SAKAI,58
2009,SAMSUNG,29
2009,SCANIA,967
2009,SCHMIDT,5
2009,SCHOPF,28
2009,SEVERN LAMB,5
2009,SSANGYONG,584
2009,STILL,14
2009,STK,79
2009,SUMITOMO YALE,7
2009,SUZUKI,2807
2009,SVMC,9
2009,T.C.M.,406
2009,TADANO FAUN,11
2009,TAYLOR DUNN,15
2009,TENNANT,57
2009,TEREX,6
2009,TLD,59
2009,TORO,44
2009,TOYOTA,38532
2009,TRANSAC,7
2009,TURBO,6
2009,UNITED TRACTOR,43
2009,VIBROMAX,10
2009,VOGELE,22
2009,VOLKSWAGEN,943
2009,VOLVO,286
2009,WIRTGEN,49
2009,WOLLARD,19
2009,WULING,54
2009,XUGONG,86
2009,YALE,22
2009,YAM,5
2009,OTHERS,198
2010,ABG,6
2010,ACE,14
2010,AIR MARREL,44
2010,ASAKA,14
2010,AVELING - BARFORD,20
2010,BITELLI,11
2010,BLISS FOX,8
2010,BOBCAT,34
2010,BOMAG,17
2010,BUCHER,48
2010,CASE,7
2010,CATERPILLAR,195
2010,CHAMBERLAIN,6
2010,CHANGJIANG,17
2010,CHARLATTE,28
2010,CITROEN,2644
2010,CLUB CAR,5
2010,COLUMBIA,8
2010,CROWN,13
2010,CUSHMAN,14
2010,DAEWOO,123
2010,DAIHATSU,3546
2010,DATSUN,21
2010,DEMAG,41
2010,DENNIS,45
2010,DONGFENG,44
2010,DULEVO,19
2010,DYNAPAC,18
2010,ERMA,33
2010,F.M.C.,121
2010,FIAT,3345
2010,FORD,477
2010,FRESIA,9
2010,GOLDEN DRAGON,37
2010,GROVE,14
2010,GUANGTAI,9
2010,HAFEI,165
2010,HALLA,9
2010,HAMM,25
2010,HC,47
2010,HELI,12
2010,HINO,1613
2010,HONDA,53
2010,HYSTER,335
2010,HYUNDAI,2523
2010,INGERSOLL RAND,46
2010,ISUZU,13156
2010,IVECO,70
2010,J.C.B.,98
2010,JOHN DEERE,23
2010,JOHNSTON,21
2010,JUNGHEINRICH,20
2010,KALMAR,47
2010,KARCHER,36
2010,KIA,3226
2010,KOBELCO,6
2010,KOMATSU,1930
2010,LANCER BOSS,5
2010,LAND ROVER,250
2010,LIEBHERR,49
2010,LINDE,74
2010,MADVAC,23
2010,MAFI,5
2010,MAN,142
2010,MANITOU,11
2010,MARINI,7
2010,MASSEY - FERGUSON,7
2010,MAXIMAL,7
2010,MAZDA,236
2010,MELROE,37
2010,MERCEDES BENZ,2309
2010,MITSUBISHI,30193
2010,MOTORUC,11
2010,MOXY,10
2010,NEW HOLLAND,6
2010,NICHIYU,12
2010,NILFISK ADVANCE,7
2010,NISSAN,33320
2010,NORDCO,5
2010,OPEL,3576
2010,PEUGEOT,1674
2010,PIAGGIO,15
2010,PROTON,61
2010,PUYUAN,5
2010,RCM,14
2010,RENAULT,5306
2010,REYNOLDS BOUGHTON,5
2010,ROSENBAUER,5
2010,SAKAI,59
2010,SAMSUNG,29
2010,SCANIA,1036
2010,SCHMIDT,5
2010,SCHOPF,34
2010,SEVERN LAMB,5
2010,SSANGYONG,599
2010,STILL,14
2010,STK,79
2010,SUMITOMO YALE,7
2010,SUZUKI,2612
2010,SVMC,9
2010,T.C.M.,421
2010,TADANO FAUN,16
2010,TAILIFT,20
2010,TAYLOR DUNN,15
2010,TENNANT,60
2010,TEREX,13
2010,TLD,62
2010,TORO,44
2010,TOYOTA,38785
2010,TURBO,6
2010,UNITED TRACTOR,43
2010,VIBROMAX,10
2010,VOGELE,23
2010,VOLKSWAGEN,891
2010,VOLVO,278
2010,WIRTGEN,54
2010,WOLLARD,19
2010,WULING,53
2010,XUGONG,93
2010,YALE,37
2010,YAM,5
2010,OTHERS,202
2011,ABG,6
2011,ACE,14
2011,AIR MARREL,47
2011,ASAKA,14
2011,AVELING - BARFORD,20
2011,BITELLI,11
2011,BLISS FOX,9
2011,BOBCAT,37
2011,BOMAG,17
2011,BUCHER,48
2011,CASE,8
2011,CATERPILLAR,199
2011,CHAMBERLAIN,6
2011,CHANGJIANG,17
2011,CHARLATTE,28
2011,CITROEN,2619
2011,CLUB CAR,5
2011,COLUMBIA,9
2011,CROWN,13
2011,CUSHMAN,9
2011,DAEWOO,122
2011,DAIHATSU,3317
2011,DATSUN,20
2011,DEMAG,43
2011,DENNIS,44
2011,DONGFENG,46
2011,DULEVO,19
2011,DYNAPAC,18
2011,ERMA,29
2011,F.M.C.,120
2011,FIAT,3535
2011,FORD,464
2011,FRESIA,9
2011,GOLDEN DRAGON,30
2011,GROVE,15
2011,GUANGTAI,9
2011,HAFEI,165
2011,HALLA,8
2011,HAMM,25
2011,HC,59
2011,HECHA,9
2011,HELI,14
2011,HINO,1701
2011,HONDA,53
2011,HYSTER,335
2011,HYUNDAI,2381
2011,INGERSOLL RAND,46
2011,ISUZU,13572
2011,IVECO,76
2011,J.C.B.,94
2011,JOHN DEERE,24
2011,JOHNSTON,23
2011,JUNGHEINRICH,20
2011,KALMAR,55
2011,KARCHER,35
2011,KIA,3124
2011,KOBELCO,6
2011,KOMATSU,1983
2011,LANCER BOSS,5
2011,LAND ROVER,262
2011,LEKTRO,6
2011,LIEBHERR,52
2011,LINDE,76
2011,MADVAC,29
2011,MAFI,5
2011,MAN,225
2011,MANITOU,11
2011,MARINI,7
2011,MASSEY - FERGUSON,7
2011,MAXIMAL,8
2011,MAZDA,218
2011,MELROE,37
2011,MERCEDES BENZ,2219
2011,MITSUBISHI,30465
2011,MOTORUC,11
2011,MOXY,5
2011,NEW HOLLAND,6
2011,NICHIYU,12
2011,NILFISK ADVANCE,7
2011,NISSAN,34197
2011,NORDCO,5
2011,OPEL,3555
2011,PEUGEOT,1667
2011,PIAGGIO,10
2011,PROTON,61
2011,PUYUAN,5
2011,RCM,14
2011,RENAULT,5160
2011,ROSENBAUER,7
2011,SAKAI,59
2011,SAMSUNG,28
2011,SCANIA,1186
2011,SCHMIDT,5
2011,SCHOPF,38
2011,SEVERN LAMB,5
2011,SSANGYONG,662
2011,STILL,14
2011,STK,79
2011,SUMITOMO YALE,6
2011,SUZUKI,2472
2011,SVMC,9
2011,T.C.M.,446
2011,TADANO FAUN,19
2011,TAILIFT,20
2011,TAYLOR DUNN,15
2011,TENNANT,67
2011,TEREX,19
2011,TLD,78
2011,TORO,44
2011,TOYOTA,39588
2011,TREPEL,5
2011,TURBO,6
2011,UNITED TRACTOR,43
2011,VIBROMAX,10
2011,VOGELE,23
2011,VOLKSWAGEN,934
2011,VOLVO,264
2011,WIRTGEN,58
2011,WOLLARD,17
2011,WULING,54
2011,XUGONG,96
2011,YALE,45
2011,OTHERS,216
2012,ABG,6
2012,ACE,14
2012,AIR MARREL,48
2012,ASAKA,14
2012,AVELING - BARFORD,20
2012,BITELLI,11
2012,BLISS FOX,9
2012,BOBCAT,44
2012,BOMAG,17
2012,BUCHER,48
2012,CASE,8
2012,CATERPILLAR,205
2012,CHAMBERLAIN,6
2012,CHANGJIANG,17
2012,CHARLATTE,28
2012,CHERY,13
2012,CHEVROLET,5
2012,CITROEN,2513
2012,CLUB CAR,5
2012,COLUMBIA,9
2012,CROWN,13
2012,CUSHMAN,9
2012,D.A.F.,28
2012,DAEWOO,121
2012,DAIHATSU,3187
2012,DATSUN,20
2012,DEMAG,48
2012,DENNIS,44
2012,DONGFENG,48
2012,DULEVO,21
2012,DYNAPAC,17
2012,ERMA,27
2012,F.M.C.,116
2012,FIAT,3654
2012,FORD,452
2012,FOTON,8
2012,FRESIA,9
2012,GALLOP,11
2012,GOLDEN DRAGON,21
2012,GROVE,16
2012,GUANGTAI,9
2012,HAFEI,163
2012,HALLA,8
2012,HAMM,25
2012,HC,62
2012,HECHA,9
2012,HELI,18
2012,HINO,1803
2012,HONDA,53
2012,HYSTER,335
2012,HYUNDAI,2281
2012,INGERSOLL RAND,46
2012,ISUZU,13866
2012,IVECO,94
2012,J.C.B.,94
2012,JINBEI,9
2012,JOHN DEERE,24
2012,JOHNSTON,19
2012,JUNGHEINRICH,20
2012,KALMAR,55
2012,KARCHER,32
2012,KIA,2904
2012,KOBELCO,6
2012,KOMATSU,2033
2012,LANCER BOSS,5
2012,LAND ROVER,269
2012,LEKTRO,6
2012,LIEBHERR,64
2012,LINDE,81
2012,MADVAC,29
2012,MAFI,5
2012,MAN,374
2012,MANITOU,13
2012,MARINI,7
2012,MASSEY - FERGUSON,7
2012,MAXIMAL,9
2012,MAZDA,210
2012,MELROE,36
2012,MERCEDES BENZ,2192
2012,MITSUBISHI,30591
2012,MOTORUC,11
2012,MOXY,5
2012,NEW HOLLAND,6
2012,NICHIYU,12
2012,NILFISK ADVANCE,7
2012,NISSAN,34298
2012,NORDCO,5
2012,OPEL,3428
2012,OSHKOSH,5
2012,PEUGEOT,1633
2012,PIAGGIO,8
2012,PROTON,61
2012,PUYUAN,5
2012,RCM,14
2012,RENAULT,4859
2012,ROSENBAUER,7
2012,SAKAI,61
2012,SAMSUNG,28
2012,SCANIA,1343
2012,SCHOPF,43
2012,SEVERN LAMB,5
2012,SSANGYONG,710
2012,STILL,12
2012,STK,79
2012,SUMITOMO YALE,6
2012,SUZUKI,2317
2012,SVMC,9
2012,T.C.M.,480
2012,TADANO FAUN,28
2012,TAILIFT,21
2012,TAYLOR DUNN,15
2012,TENNANT,66
2012,TEREX,23
2012,TLD,102
2012,TORO,44
2012,TOYOTA,39965
2012,TREPEL,10
2012,TURBO,6
2012,UNITED TRACTOR,43
2012,VIBROMAX,10
2012,VOGELE,25
2012,VOLKSWAGEN,919
2012,VOLVO,400
2012,WIRTGEN,61
2012,WOLLARD,17
2012,WULING,53
2012,XUGONG,97
2012,YALE,63
2012,ZOOMLION,7
2012,OTHERS,209
2013,ABG,6
2013,ACE,14
2013,AIR MARREL,48
2013,ASAKA,14
2013,AVELING - BARFORD,20
2013,BEIBEN,8
2013,BEIQI,5
2013,BITELLI,11
2013,BLISS FOX,7
2013,BOBCAT,45
2013,BOMAG,17
2013,BUCHER,48
2013,CASE,9
2013,CATERPILLAR,212
2013,CHAMBERLAIN,6
2013,CHANGJIANG,17
2013,CHARLATTE,28
2013,CHERY,15
2013,CHEVROLET,17
2013,CITROEN,2245
2013,CLUB CAR,6
2013,COLUMBIA,9
2013,CROWN,13
2013,CUSHMAN,10
2013,D.A.F.,83
2013,DAEWOO,121
2013,DAIHATSU,2939
2013,DATSUN,20
2013,DEMAG,55
2013,DENNIS,31
2013,DONGFENG,55
2013,DULEVO,21
2013,DYNAPAC,17
2013,ERMA,27
2013,F.M.C.,110
2013,FIAT,3779
2013,FORD,438
2013,FOTON,34
2013,FRESIA,9
2013,GALLOP,32
2013,GOLDEN DRAGON,23
2013,GROVE,17
2013,GUANGTAI,9
2013,HAFEI,159
2013,HALLA,8
2013,HAMM,28
2013,HC,65
2013,HECHA,9
2013,HELI,18
2013,HINO,1983
2013,HONDA,53
2013,HYSTER,338
2013,HYUNDAI,2140
2013,INGERSOLL RAND,46
2013,ISUZU,14245
2013,IVECO,215
2013,J.C.B.,94
2013,JBT AEROTECH,13
2013,JINBEI,9
2013,JOHN DEERE,24
2013,JOHNSTON,17
2013,JUNGHEINRICH,20
2013,KALMAR,64
2013,KARCHER,31
2013,KIA,2603
2013,KOBELCO,6
2013,KOMATSU,2058
2013,LANCER BOSS,5
2013,LAND ROVER,275
2013,LEKTRO,9
2013,LIEBHERR,73
2013,LINDE,87
2013,MADVAC,28
2013,MAFI,5
2013,MAN,526
2013,MANITOU,13
2013,MARINI,7
2013,MASSEY - FERGUSON,6
2013,MAXIMAL,11
2013,MAZDA,190
2013,MELROE,36
2013,MERCEDES BENZ,2189
2013,MITSUBISHI,30678
2013,MOTORUC,11
2013,MOXY,5
2013,NEW HOLLAND,6
2013,NICHIYU,13
2013,NILFISK ADVANCE,7
2013,NISSAN,33839
2013,NORDCO,5
2013,OPEL,3129
2013,OSHKOSH,5
2013,PEUGEOT,1496
2013,PIAGGIO,7
2013,PROTON,61
2013,PUYUAN,5
2013,RCM,14
2013,RENAULT,4293
2013,ROSENBAUER,7
2013,SAKAI,62
2013,SAMSUNG,27
2013,SANY,5
2013,SCANIA,1551
2013,SCHOPF,45
2013,SEVERN LAMB,5
2013,SHACMAN,6
2013,SSANGYONG,760
2013,STK,79
2013,SUMITOMO YALE,6
2013,SUZUKI,2099
2013,SVMC,9
2013,T.C.M.,498
2013,TADANO FAUN,43
2013,TAILIFT,12
2013,TAYLOR DUNN,15
2013,TENNANT,69
2013,TEREX,48
2013,TLD,105
2013,TORO,44
2013,TOYOTA,40679
2013,TREPEL,11
2013,TURBO,6
2013,UD TRUCKS,84
2013,UNITED TRACTOR,43
2013,VIBROMAX,10
2013,VOGELE,28
2013,VOLKSWAGEN,854
2013,VOLVO,653
2013,WIRTGEN,63
2013,WOLLARD,15
2013,WULING,53
2013,XUGONG,95
2013,YALE,92
2013,ZOOMLION,21
2013,OTHERS,212
2014,ABG,6
2014,ACE,14
2014,AIR MARREL,48
2014,AMSS,10
2014,ASAKA,14
2014,AVELING - BARFORD,19
2014,BEIBEN,8
2014,BEIQI,5
2014,BITELLI,11
2014,BLISS FOX,7
2014,BOBCAT,49
2014,BOMAG,16
2014,BUCHER,48
2014,Camel Aerotech,6
2014,CASE,10
2014,CATERPILLAR,220
2014,CHAMBERLAIN,6
2014,CHANGJIANG,16
2014,CHARLATTE,28
2014,CHERY,17
2014,CHEVROLET,17
2014,CITROEN,2109
2014,CLUB CAR,6
2014,COLUMBIA,9
2014,CROWN,16
2014,CUSHMAN,8
2014,D.A.F.,95
2014,DAEWOO,118
2014,DAIHATSU,2445
2014,DATSUN,20
2014,DEMAG,54
2014,DENNIS,31
2014,DONGFENG,52
2014,DULEVO,39
2014,DYNAPAC,17
2014,ERMA,26
2014,F.M.C.,105
2014,FIAT,3986
2014,FORD,395
2014,FOTON,34
2014,FRESIA,9
2014,GALLOP,32
2014,GOLDEN DRAGON,23
2014,GROVE,23
2014,GUANGTAI,12
2014,HAFEI,155
2014,HALLA,8
2014,HAMM,31
2014,HC,70
2014,HCF,6
2014,HECHA,9
2014,HELI,18
2014,HINO,2185
2014,HONDA,53
2014,HYSTER,339
2014,HYUNDAI,1996
2014,INGERSOLL RAND,44
2014,ISUZU,14477
2014,IVECO,267
2014,J.C.B.,94
2014,JBT AEROTECH,13
2014,JINBEI,8
2014,JJCC,11
2014,JOHN DEERE,24
2014,JOHNSTON,19
2014,JUNGHEINRICH,20
2014,KALMAR,67
2014,KARCHER,34
2014,KIA,2406
2014,KOBELCO,5
2014,KOMATSU,2031
2014,LANCER BOSS,5
2014,LAND ROVER,279
2014,LEKTRO,11
