year,make,number
2014,PERODUA,241
2014,OPEL,224
2014,CHERY,204
2014,SAAB,157
2014,LAND ROVER,144
2014,FERRARI,142
2014,MASERATI,139
2014,ALFA ROMEO,133
2014,LAMBORGHINI,105
2014,BENTLEY,101
2014,CHRYSLER,101
2014,GEELY,88
2014,SKODA,50
2014,SSANGYONG,47
2014,ROLLS ROYCE,41
2014,AUSTIN,33
2014,JEEP,33
2014,LOTUS,30
2014,ASTON MARTIN,29
2014,HAFEI,27
2014,INFINITI,19
2014,M.G.,18
2014,ROVER,14
2014,MORRIS,13
2014,DODGE,12
2014,DONGFENG,11
2014,Mclaren,9
2014,NAZA,7
2014,MORGAN,6
2014,ZOTYE,6
2014,MG-F,5
2014,MITSUOKA,5
2014,CHANA,4
2014,DAIMLER,4
2014,WULING,4
2014,HUMMER,3
2014,DATSUN,2
2014,SMART,2
2014,ALPINE,1
2014,HOLDEN,1
2014,MERCURY,1
2014,NOBLE,1
2014,PAGANI,1
2014,PANTHER,1
2014,RILEY,1
2014,STANDARD,1
2014,SUNBEAM,1
2014,TRIUMPH,1
2015,ALFA ROMEO,178
2015,ALPINA,1
2015,ASTON MARTIN,36
2015,AUDI,2293
2015,AUSTIN,20
2015,B.M.W.,6428
2015,BENTLEY,103
2015,BERTONE,2
2015,CHANA,7
2015,CHERY,228
2015,CHEVROLET,1624
2015,CHRYSLER,116
2015,CITROEN,360
2015,DAIHATSU,344
2015,DAIMLER,3
2015,DE-LOREAN,1
2015,DODGE,7
2015,DONGFENG,11
2015,FERRARI,141
2015,FIAT,363
2015,FORD,608
2015,GEELY,77
2015,HAFEI,31
2015,HOLDEN,1
2015,HONDA,13904
2015,HUMMER,7
2015,HYUNDAI,5222
2015,INFINITI,25
2015,JAGUAR,441
2015,JEEP,43
2015,KIA,2964
2015,LAMBORGHINI,84
2015,LAND ROVER,206
2015,LOTUS,34
2015,M.G.,11
2015,MASERATI,145
2015,MAZDA,3820
2015,Mclaren,15
2015,MERCEDES BENZ,5818
2015,MG-F,4
2015,MINI,550
2015,MITSUBISHI,5210
2015,MITSUOKA,12
2015,MORGAN,8
2015,MORRIS,11
2015,NAZA,3
2015,NISSAN,8118
2015,OPEL,273
2015,PANTHER,1
2015,PERODUA,318
2015,PEUGEOT,707
2015,PORSCHE,685
2015,PROTON,530
2015,RENAULT,418
2015,ROLLS ROYCE,34
2015,SAAB,180
2015,SKODA,66
2015,SOYAT,1
2015,SSANGYONG,66
2015,SUBARU,2462
2015,SUZUKI,2226
2015,TD CARS,1
2015,TOYOTA,22456
2015,VOLKSWAGEN,2946
2015,VOLVO,1267
2015,WULING,3
2015,ZOTYE,12
2016,ALFA ROMEO,164
2016,ALPINA,3
2016,ASTON MARTIN,37
2016,AUDI,2659
2016,AUSTIN,14
2016,B.M.W.,7083
2016,BENTLEY,108
2016,BERTONE,1
2016,CATERHAM,2
2016,CHANA,7
2016,CHERY,282
2016,CHEVROLET,1817
2016,CHRYSLER,95
2016,CITROEN,542
2016,DAIHATSU,458
2016,DAIMLER,1
2016,DODGE,17
2016,DONGFENG,6
2016,FERRARI,130
2016,FIAT,483
2016,FORD,545
2016,FOTON,1
2016,FRAZER,1
2016,GEELY,89
2016,GOLDEN DRAGON,1
2016,HAFEI,41
2016,HONDA,18878
2016,HUMMER,7
2016,HYUNDAI,5777
2016,INFINITI,31
2016,JAGUAR,499
2016,JEEP,57
2016,KIA,3199
2016,LAMBORGHINI,81
2016,LAND ROVER,211
2016,LOTUS,27
2016,M.G.,5
2016,MASERATI,125
2016,MAZDA,4270
2016,Mclaren,19
2016,MERCEDES BENZ,6618
2016,MINI,664
2016,MITSUBISHI,6335
2016,MITSUOKA,6
2016,MORGAN,5
2016,MORRIS,10
2016,NAZA,4
2016,NISSAN,8407
2016,OPEL,291
2016,PAGANI,1
2016,PERODUA,323
2016,PEUGEOT,826
2016,PORSCHE,696
2016,PRINCE,1
2016,PROTON,555
2016,RENAULT,474
2016,ROLLS ROYCE,42
2016,ROVER,3
2016,SAAB,177
2016,SKODA,105
2016,SMART,1
2016,SSANGYONG,70
2016,SUBARU,3056
2016,SUZUKI,3078
2016,TD CARS,3
2016,TOYOTA,28324
2016,TRIUMPH,6
2016,VOLKSWAGEN,4014
2016,VOLVO,1522
2016,WULING,5
2016,ZOTYE,10
2017,ALFA ROMEO,125
2017,ALPINA,8
2017,ASTON MARTIN,35
2017,AUDI,3106
2017,AUSTIN,22
2017,B.M.W.,8078
2017,BENTLEY,110
2017,CHANA,10
2017,CHERY,210
2017,CHEVROLET,1534
2017,CHRYSLER,71
2017,CITROEN,628
2017,DAIHATSU,460
2017,DAIMLER,3
2017,DATSUN,2
2017,DODGE,5
2017,DONGFENG,14
2017,FERRARI,155
2017,FIAT,428
2017,FORD,529
2017,FOTON,1
2017,FRAZER,1
2017,GEELY,195
2017,GOLDEN DRAGON,2
2017,HAFEI,40
2017,HOLDEN,1
2017,HONDA,20816
2017,HUMMER,8
2017,HYUNDAI,4969
2017,INFINITI,43
2017,JAGUAR,489
2017,JEEP,49
2017,KIA,3107
2017,LAMBORGHINI,85
2017,LANCIA,2
2017,LAND ROVER,282
2017,LOTUS,27
2017,M.G.,7
2017,MASERATI,191
2017,MAYBACH,2
2017,MAZDA,3752
2017,Mclaren,22
2017,MERCEDES BENZ,7767
2017,MG-F,2
2017,MINI,689
2017,MITSUBISHI,5722
2017,MITSUOKA,12
2017,MORGAN,1
2017,MORRIS,9
2017,NAZA,9
2017,NISSAN,6531
2017,OPEL,218
2017,PERODUA,339
2017,PEUGEOT,803
2017,PORSCHE,920
2017,PROTON,364
2017,RENAULT,431
2017,RILEY,2
2017,ROLLS ROYCE,39
2017,RUF,1
2017,SAAB,93
2017,SEAT,1
2017,SINGER,1
2017,SKODA,84
2017,SMART,1
2017,SSANGYONG,60
2017,SUBARU,3069
2017,SUZUKI,3038
2017,TD CARS,1
2017,TOYOTA,25687
2017,TRIUMPH,3
2017,V.W. PROSHE,1
2017,VOLKSWAGEN,4944
2017,VOLVO,1492
2017,WULING,12
2017,ZOTYE,10
2018,ALFA ROMEO,92
2018,ALPINA,6
2018,ALPINE,1
2018,ASTON MARTIN,30
2018,AUDI,3091
2018,AUSTIN,20
2018,B.M.W.,7640
2018,BENTLEY,142
2018,BERTONE,
2018,BYD,50
2018,CATERHAM,
2018,CHANA,7
2018,CHERY,121
2018,CHEVROLET,1280
2018,CHRYSLER,27
2018,CITROEN,546
2018,CORBIN,
2018,DAEWOO,1
2018,DAIHATSU,326
2018,DAIMLER,2
2018,DATSUN,3
2018,DE-LOREAN,
2018,DODGE,2
2018,DONGFENG,5
2018,FERRARI,136
2018,FIAT,262
2018,FORD,466
2018,FOTON,
2018,FRAZER,
2018,GEELY,238
2018,GOLDEN DRAGON,
2018,HAFEI,13
2018,HILLMAN,1
2018,HOLDEN,
2018,HONDA,18734
2018,HUMMER,4
2018,HYUNDAI,4993
2018,INFINITI,56
2018,JAGUAR,452
2018,JEEP,34
2018,KIA,3697
2018,LAMBORGHINI,87
2018,LANCIA,
2018,LAND ROVER,285
2018,LOTUS,35
2018,M.G.,13
2018,MASERATI,199
2018,MAXWELL,
2018,MAYBACH,1
2018,MAZDA,5429
2018,Mclaren,24
2018,MERCEDES BENZ,8260
2018,MERCURY,
2018,MG-F,2
2018,MINI,659
2018,MITSUBISHI,4269
2018,MITSUOKA,4
2018,MORGAN,1
2018,MORRIS,4
2018,NAZA,3
2018,NISSAN,5311
2018,NOBLE,
2018,OPEL,175
2018,PAGANI,
2018,PANTHER,
2018,PERODUA,275
2018,PEUGEOT,570
2018,PORSCHE,982
2018,PRINCE,
2018,PROTON,301
2018,RENAULT,314
2018,RILEY,
2018,ROLLS ROYCE,53
2018,ROVER,1
2018,RUF,
2018,SAAB,49
2018,SEAT,5
2018,SINGER,3
2018,SKODA,71
2018,SMART,
2018,SOYAT,
2018,SSANGYONG,65
2018,STANDARD,
2018,SUBARU,2309
2018,SUNBEAM,
2018,SUZUKI,2192
2018,SWIFT,
2018,TD CARS,2
2018,TOYOTA,24636
2018,TRIUMPH,4
2018,V.W. PROSHE,2
2018,VOLKSWAGEN,5039
2018,VOLVO,1412
2018,WULING,7
2018,ZOTYE,14
2019,ALFA ROMEO,82
2019,ALPINA,12
2019,ALPINE,1
2019,ASTON MARTIN,41
2019,AUDI,2914
2019,AUSTIN,26
2019,B.M.W.,7811
2019,BENTLEY,136
2019,BERTONE,1
2019,BYD,2
2019,CATERHAM,
2019,CHANA,
2019,CHERY,66
2019,CHEVROLET,1116
2019,CHRYSLER,11
2019,CITROEN,432
2019,CORBIN,
2019,DAEWOO,
2019,DAIHATSU,213
2019,DAIMLER,
2019,DATSUN,6
2019,DE-LOREAN,
2019,DODGE,
2019,DONGFENG,13
2019,FERRARI,153
2019,FIAT,153
2019,FORD,362
2019,FOTON,
2019,FRAZER,
2019,GEELY,386
2019,GOLDEN DRAGON,
2019,HAFEI,5
2019,HILLMAN,
2019,HOLDEN,1
2019,HONDA,13559
2019,HUMMER,8
2019,HYUNDAI,5577
2019,INFINITI,128
2019,JAGUAR,363
2019,JEEP,40
2019,JENSEN,1
2019,KIA,4079
2019,LAMBORGHINI,106
2019,LANCIA,1
2019,LAND ROVER,311
2019,LOTUS,27
2019,M.G.,21
2019,MASERATI,224
2019,MAXUS,1
2019,MAXWELL,1
2019,MAYBACH,
2019,MAZDA,3250
2019,Mclaren,26
2019,MERCEDES BENZ,8777
2019,MERCURY,
2019,MG-F,
2019,MINI,768
2019,MITSUBISHI,2865
2019,MITSUOKA,6
2019,MORGAN,
2019,MORRIS,17
2019,NAZA,2
2019,NISSAN,3850
2019,NOBLE,
2019,OPEL,110
2019,PAGANI,1
2019,PANTHER,
2019,PERODUA,433
2019,PEUGEOT,423
2019,PORSCHE,1120
2019,PRINCE,
2019,PROTON,294
2019,RENAULT,299
2019,RILEY,1
2019,ROLLS ROYCE,61
2019,ROVER,3
2019,RUF,2
2019,SAAB,32
2019,SEAT,20
2019,SINGER,
2019,SKODA,83
2019,SMART,4
2019,SOYAT,
2019,SSANGYONG,38
2019,STANDARD,
2019,SUBARU,1679
2019,SUNBEAM,
2019,SUZUKI,1444
2019,SWIFT,
2019,TD CARS,3
2019,TESLA,1
2019,TOYOTA,22360
2019,TRIUMPH,11
2019,V.W. PROSHE,
2019,VOLKSWAGEN,4740
2019,VOLVO,1198
2019,WULING,1
2019,ZOTYE,6
